probe:18:31:20.09, resp:18:31:20.43, diff:+0.33
probe:18:50:15.09, resp:18:50:16.23, diff:+1.13
probe:18:50:20.09, resp:18:50:21.24, diff:+1.14
probe:18:50:25.09, resp:18:50:26.24, diff:+1.14
probe:18:50:30.09, resp:18:50:31.24, diff:+1.14
probe:18:50:35.09, resp:18:50:36.25, diff:+1.15
probe:18:50:40.09, resp:18:50:41.25, diff:+1.16
probe:18:50:45.09, resp:18:50:46.25, diff:+1.16
probe:18:50:50.09, resp:18:50:51.25, diff:+1.16
probe:18:50:55.09, resp:18:50:56.26, diff:+1.17
probe:18:51:00.09, resp:18:51:01.26, diff:+1.17
probe:18:51:05.09, resp:18:51:06.27, diff:+1.18
probe:18:51:10.09, resp:18:51:11.27, diff:+1.18
probe:18:51:15.09, resp:18:51:16.27, diff:+1.18
probe:18:51:20.09, resp:18:51:21.28, diff:+1.19
probe:18:51:25.09, resp:18:51:26.28, diff:+1.19
probe:18:51:30.09, resp:18:51:31.28, diff:+1.19
probe:18:51:35.09, resp:18:51:36.29, diff:+1.20
probe:18:51:40.09, resp:18:51:41.29, diff:+1.20
probe:18:51:45.09, resp:18:51:46.29, diff:+1.20
probe:18:51:50.09, resp:18:51:51.30, diff:+1.21
probe:18:51:55.09, resp:18:51:56.30, diff:+1.21
probe:18:52:00.09, resp:18:52:01.30, diff:+1.21
probe:18:52:05.09, resp:18:52:06.31, diff:+1.22
probe:18:52:10.09, resp:18:52:11.31, diff:+1.22
probe:18:52:15.09, resp:18:52:16.32, diff:+1.23
probe:18:52:20.09, resp:18:52:21.32, diff:+1.23
probe:18:52:25.09, resp:18:52:26.32, diff:+1.23
probe:18:52:30.09, resp:18:52:33.25, diff:+3.16
probe:18:52:35.09, resp:18:52:36.33, diff:+1.24
probe:18:52:40.09, resp:18:52:41.34, diff:+1.25
probe:18:52:45.09, resp:18:52:46.34, diff:+1.25
probe:18:52:50.09, resp:18:52:51.34, diff:+1.25
probe:18:52:55.09, resp:18:52:56.35, diff:+1.26
probe:18:53:00.09, resp:18:53:01.35, diff:+1.26
probe:18:53:05.09, resp:18:53:06.35, diff:+1.26
probe:18:53:10.09, resp:18:53:11.36, diff:+1.27
probe:18:53:15.09, resp:18:53:16.36, diff:+1.27
probe:18:53:20.09, resp:18:53:21.38, diff:+1.28
probe:18:53:25.09, resp:18:53:26.38, diff:+1.28
probe:18:53:30.09, resp:18:53:31.38, diff:+1.28
probe:18:53:35.09, resp:18:53:36.39, diff:+1.29
probe:18:53:40.09, resp:18:53:41.39, diff:+1.29
probe:18:53:45.09, resp:18:53:46.40, diff:+1.30
probe:18:53:50.09, resp:18:53:51.40, diff:+1.30
probe:18:53:55.09, resp:18:53:56.40, diff:+1.30
probe:18:54:00.09, resp:18:54:01.41, diff:+1.31
probe:18:54:05.09, resp:18:54:06.41, diff:+1.31
probe:18:54:10.09, resp:18:54:11.41, diff:+1.31
probe:18:54:15.09, resp:18:54:16.42, diff:+1.32
probe:18:54:20.09, resp:18:54:21.42, diff:+1.32
probe:18:54:25.09, resp:18:54:26.38, diff:+1.28
probe:18:54:30.09, resp:18:54:31.39, diff:+1.29
probe:18:54:35.09, resp:18:54:36.39, diff:+1.29
probe:18:54:40.09, resp:18:54:41.39, diff:+1.29
probe:18:54:45.09, resp:18:54:46.39, diff:+1.29
probe:18:54:50.09, resp:18:54:51.39, diff:+1.29
probe:18:54:55.09, resp:18:54:56.39, diff:+1.29
probe:18:55:00.09, resp:18:55:01.40, diff:+1.30
probe:18:55:05.09, resp:18:55:06.40, diff:+1.30
probe:18:55:10.09, resp:18:55:11.40, diff:+1.30
probe:18:55:15.09, resp:18:55:16.41, diff:+1.31
probe:18:55:20.09, resp:18:55:21.41, diff:+1.31
probe:18:55:25.09, resp:18:55:26.41, diff:+1.31
probe:18:55:30.09, resp:18:55:31.41, diff:+1.31
probe:18:55:35.09, resp:18:55:36.42, diff:+1.32
probe:18:55:40.09, resp:18:55:41.42, diff:+1.32
probe:18:55:45.09, resp:18:55:46.43, diff:+1.33
probe:18:55:50.09, resp:18:55:51.43, diff:+1.33
probe:18:55:55.09, resp:18:55:56.43, diff:+1.33
probe:18:56:00.09, resp:18:56:01.44, diff:+1.34
probe:18:56:05.09, resp:18:56:06.44, diff:+1.34
probe:18:56:10.09, resp:18:56:11.44, diff:+1.34
probe:18:56:15.09, resp:18:56:16.45, diff:+1.35
probe:18:56:20.09, resp:18:56:21.45, diff:+1.35
probe:18:56:25.09, resp:18:56:26.46, diff:+1.36
probe:18:56:30.09, resp:18:56:31.46, diff:+1.36
probe:18:56:35.09, resp:18:56:36.47, diff:+1.37
probe:18:56:40.09, resp:18:56:41.47, diff:+1.37
probe:18:56:45.09, resp:18:56:46.47, diff:+1.37
probe:18:56:50.09, resp:18:56:51.48, diff:+1.38
probe:18:56:55.09, resp:18:56:56.48, diff:+1.38
probe:18:57:00.09, resp:18:57:01.48, diff:+1.38
probe:18:57:05.09, resp:18:57:06.49, diff:+1.39
probe:18:57:10.09, resp:18:57:11.49, diff:+1.39
probe:18:57:15.09, resp:18:57:16.50, diff:+1.40
probe:18:57:20.09, resp:18:57:21.50, diff:+1.40
probe:18:57:25.09, resp:18:57:26.50, diff:+1.40
probe:18:57:30.09, resp:18:57:31.50, diff:+1.41
probe:18:57:35.09, resp:18:57:36.50, diff:+1.41
probe:18:57:40.09, resp:18:57:41.51, diff:+1.42
probe:18:57:45.09, resp:18:57:46.51, diff:+1.42
probe:18:57:50.09, resp:18:57:51.51, diff:+1.42
probe:18:57:55.09, resp:18:57:56.52, diff:+1.43
probe:18:58:00.09, resp:18:58:01.52, diff:+1.43
probe:18:58:05.09, resp:18:58:06.53, diff:+1.44
probe:18:58:10.09, resp:18:58:11.53, diff:+1.44
probe:18:58:15.09, resp:18:58:16.53, diff:+1.44
probe:18:58:20.09, resp:18:58:21.54, diff:+1.45
probe:18:58:25.09, resp:18:58:26.54, diff:+1.45
probe:18:58:30.09, resp:18:58:31.55, diff:+1.46
probe:18:58:35.09, resp:18:58:36.55, diff:+1.46
probe:18:58:40.09, resp:18:58:41.56, diff:+1.47
probe:18:58:45.09, resp:18:58:46.56, diff:+1.47
probe:18:58:50.09, resp:18:58:51.56, diff:+1.47
probe:18:58:55.09, resp:18:58:56.57, diff:+1.48
probe:18:59:00.09, resp:18:59:01.57, diff:+1.48
probe:18:59:05.09, resp:18:59:06.57, diff:+1.48
probe:18:59:10.09, resp:18:59:11.58, diff:+1.49
probe:18:59:15.09, resp:18:59:16.58, diff:+1.49
probe:18:59:20.09, resp:18:59:21.59, diff:+1.50
probe:18:59:25.09, resp:18:59:26.59, diff:+1.50
probe:18:59:30.09, resp:18:59:31.60, diff:+1.51
probe:18:59:35.09, resp:18:59:36.60, diff:+1.51
probe:18:59:40.09, resp:18:59:41.60, diff:+1.51
probe:18:59:45.09, resp:18:59:46.61, diff:+1.52
probe:18:59:50.09, resp:18:59:51.61, diff:+1.52
probe:18:59:55.09, resp:18:59:56.63, diff:+1.53
probe:19:00:00.09, resp:19:00:01.63, diff:+1.53
probe:19:00:05.09, resp:19:00:06.63, diff:+1.53
probe:19:00:10.09, resp:19:00:11.64, diff:+1.54
probe:19:00:15.09, resp:19:00:16.64, diff:+1.54
probe:19:00:20.09, resp:19:00:21.65, diff:+1.55
probe:19:00:25.09, resp:19:00:26.65, diff:+1.55
probe:19:00:30.09, resp:19:00:31.66, diff:+1.56
probe:19:00:35.09, resp:19:00:36.65, diff:+1.55
probe:19:00:40.09, resp:19:00:41.66, diff:+1.56
probe:19:00:45.09, resp:19:00:46.66, diff:+1.56
probe:19:00:50.09, resp:19:00:51.67, diff:+1.57
probe:19:00:55.09, resp:19:00:56.67, diff:+1.57
probe:19:01:00.09, resp:19:01:01.68, diff:+1.58
probe:19:01:05.09, resp:19:01:06.68, diff:+1.58
probe:19:01:10.09, resp:19:01:11.68, diff:+1.58
probe:19:01:15.09, resp:19:01:16.69, diff:+1.59
probe:19:01:20.09, resp:19:01:21.69, diff:+1.59
probe:19:01:25.09, resp:19:01:26.70, diff:+1.60
probe:19:01:30.09, resp:19:01:31.70, diff:+1.60
probe:19:01:35.09, resp:19:01:36.71, diff:+1.61
probe:19:01:40.09, resp:19:01:41.71, diff:+1.61
probe:19:01:45.09, resp:19:01:46.71, diff:+1.61
probe:19:01:50.09, resp:19:01:51.72, diff:+1.62
probe:19:01:55.09, resp:19:01:56.72, diff:+1.62
probe:19:02:00.09, resp:19:02:01.73, diff:+1.63
probe:19:02:05.09, resp:19:02:06.73, diff:+1.63
probe:19:02:10.09, resp:19:02:11.73, diff:+1.63
probe:19:02:15.09, resp:19:02:16.74, diff:+1.64
probe:19:02:20.09, resp:19:02:21.74, diff:+1.64
probe:19:02:25.09, resp:19:02:26.75, diff:+1.65
probe:19:02:30.09, resp:19:02:31.75, diff:+1.65
probe:19:02:35.09, resp:19:02:36.75, diff:+1.66
probe:19:02:40.09, resp:19:02:41.75, diff:+1.66
probe:19:02:45.09, resp:19:02:46.75, diff:+1.66
probe:19:02:50.09, resp:19:02:51.76, diff:+1.67
probe:19:02:55.09, resp:19:02:56.76, diff:+1.67
probe:19:03:00.09, resp:19:03:01.77, diff:+1.68
probe:19:03:05.09, resp:19:03:06.77, diff:+1.68
probe:19:03:10.09, resp:19:03:11.77, diff:+1.68
probe:19:03:15.09, resp:19:03:16.78, diff:+1.69
probe:19:03:20.09, resp:19:03:21.78, diff:+1.69
probe:19:03:25.09, resp:19:03:26.78, diff:+1.69
probe:19:03:30.09, resp:19:03:31.79, diff:+1.70
probe:19:03:35.09, resp:19:03:36.80, diff:+1.71
probe:19:03:40.09, resp:19:03:41.80, diff:+1.71
probe:19:03:45.09, resp:19:03:46.80, diff:+1.71
probe:19:03:50.09, resp:19:03:51.81, diff:+1.72
probe:19:03:55.09, resp:19:03:56.81, diff:+1.72
probe:19:04:00.09, resp:19:04:01.82, diff:+1.73
probe:19:04:05.09, resp:19:04:06.82, diff:+1.73
probe:19:04:10.09, resp:19:04:11.82, diff:+1.73
probe:19:04:15.09, resp:19:04:16.83, diff:+1.74
probe:19:04:20.09, resp:19:04:21.83, diff:+1.74
probe:19:04:25.09, resp:19:04:26.84, diff:+1.75
probe:19:04:30.10, resp:19:04:31.84, diff:+1.74
probe:19:04:35.10, resp:19:04:36.85, diff:+1.75
probe:19:04:40.10, resp:19:04:41.85, diff:+1.75
probe:19:04:45.10, resp:19:04:46.85, diff:+1.75
probe:19:04:50.10, resp:19:04:51.86, diff:+1.76
probe:19:04:55.10, resp:19:04:56.86, diff:+1.76
probe:19:05:00.10, resp:19:05:01.86, diff:+1.76
probe:19:05:05.10, resp:19:05:06.88, diff:+1.77
probe:19:05:10.10, resp:19:05:11.88, diff:+1.77
probe:19:05:15.10, resp:19:05:16.89, diff:+1.78
probe:19:05:20.10, resp:19:05:21.89, diff:+1.78
probe:19:05:25.10, resp:19:05:26.90, diff:+1.79
probe:19:05:30.10, resp:19:05:31.90, diff:+1.79
probe:19:05:35.10, resp:19:05:36.90, diff:+1.79
probe:19:05:40.10, resp:19:05:41.91, diff:+1.80
probe:19:05:45.10, resp:19:05:46.91, diff:+1.80
probe:19:05:50.10, resp:19:05:51.91, diff:+1.80
probe:19:05:55.10, resp:19:05:56.92, diff:+1.81
probe:19:06:00.10, resp:19:06:01.92, diff:+1.81
probe:19:06:05.10, resp:19:06:06.93, diff:+1.82
probe:19:06:10.10, resp:19:06:11.93, diff:+1.82
probe:19:06:15.10, resp:19:06:16.94, diff:+1.83
probe:19:06:20.10, resp:19:06:21.94, diff:+1.83
probe:19:06:25.11, resp:19:06:26.96, diff:+1.84
probe:19:06:30.11, resp:19:06:31.96, diff:+1.84
probe:19:06:35.11, resp:19:06:36.96, diff:+1.84
probe:19:06:40.11, resp:19:06:41.97, diff:+1.85
probe:19:06:45.11, resp:19:06:46.97, diff:+1.85
probe:19:06:50.11, resp:19:06:51.98, diff:+1.86
probe:19:06:55.11, resp:19:06:56.98, diff:+1.86
probe:19:07:00.11, resp:19:07:01.98, diff:+1.86
probe:19:07:05.11, resp:19:07:06.98, diff:+1.86
probe:19:07:10.11, resp:19:07:11.99, diff:+1.87
probe:19:07:15.11, resp:19:07:17.00, diff:+1.88
probe:19:07:20.11, resp:19:07:22.00, diff:+1.88
probe:19:07:25.11, resp:19:07:27.00, diff:+1.88
probe:19:07:30.11, resp:19:07:32.00, diff:+1.89
probe:19:07:35.11, resp:19:07:37.00, diff:+1.89
probe:19:07:40.11, resp:19:07:42.01, diff:+1.90
probe:19:07:45.11, resp:19:07:47.01, diff:+1.90
probe:19:07:50.11, resp:19:07:52.01, diff:+1.90
probe:19:07:55.11, resp:19:07:57.02, diff:+1.91
probe:19:08:00.11, resp:19:08:02.02, diff:+1.91
probe:19:08:05.11, resp:19:08:07.03, diff:+1.92
probe:19:08:10.11, resp:19:08:12.03, diff:+1.92
probe:19:08:15.11, resp:19:08:17.04, diff:+1.93
probe:19:08:20.11, resp:19:08:22.04, diff:+1.93
probe:19:08:25.11, resp:19:08:27.04, diff:+1.93
probe:19:08:30.11, resp:19:08:32.05, diff:+1.94
probe:19:08:35.11, resp:19:08:37.05, diff:+1.94
probe:19:08:40.11, resp:19:08:42.05, diff:+1.94
probe:19:08:45.11, resp:19:08:47.06, diff:+1.95
probe:19:08:50.11, resp:19:08:52.06, diff:+1.95
probe:19:08:55.11, resp:19:08:57.07, diff:+1.96
probe:19:09:00.11, resp:19:09:02.07, diff:+1.96
probe:19:09:05.11, resp:19:09:07.08, diff:+1.97
probe:19:09:10.11, resp:19:09:12.08, diff:+1.97
probe:19:09:15.11, resp:19:09:17.09, diff:+1.98
probe:19:09:20.11, resp:19:09:22.09, diff:+1.98
probe:19:09:25.11, resp:19:09:27.09, diff:+1.98
probe:19:09:30.11, resp:19:09:32.10, diff:+1.99
probe:19:09:35.11, resp:19:09:37.10, diff:+1.99
probe:19:09:40.11, resp:19:09:42.10, diff:+1.99
probe:19:09:45.11, resp:19:09:47.11, diff:+2.00
probe:19:09:50.11, resp:19:09:52.11, diff:+2.00
probe:19:09:55.11, resp:19:09:57.13, diff:+2.01
probe:19:10:00.11, resp:19:10:02.13, diff:+2.01
probe:19:10:05.11, resp:19:10:07.14, diff:+2.02
