probe:18:45:10.09, resp:18:45:11.19, diff:+1.09
probe:18:54:30.09, resp:18:54:31.65, diff:+1.55
probe:18:54:35.09, resp:18:54:36.65, diff:+1.55
probe:18:54:40.09, resp:18:54:41.66, diff:+1.56
probe:18:54:45.09, resp:18:54:46.66, diff:+1.56
probe:18:54:50.09, resp:18:54:51.67, diff:+1.57
probe:18:54:55.09, resp:18:54:56.67, diff:+1.57
probe:18:55:00.09, resp:18:55:01.67, diff:+1.57
probe:18:55:05.09, resp:18:55:06.68, diff:+1.58
probe:18:55:10.09, resp:18:55:11.68, diff:+1.58
probe:18:55:15.09, resp:18:55:16.69, diff:+1.59
probe:18:55:20.09, resp:18:55:21.69, diff:+1.59
probe:18:55:25.09, resp:18:55:26.69, diff:+1.59
probe:18:55:30.09, resp:18:55:31.70, diff:+1.60
probe:18:55:35.09, resp:18:55:36.70, diff:+1.60
probe:18:55:40.09, resp:18:55:41.71, diff:+1.61
probe:18:55:45.09, resp:18:55:46.71, diff:+1.61
probe:18:55:50.09, resp:18:55:51.72, diff:+1.62
probe:18:55:55.09, resp:18:55:56.72, diff:+1.62
probe:18:56:00.09, resp:18:56:01.72, diff:+1.62
probe:18:56:05.09, resp:18:56:06.73, diff:+1.63
probe:18:56:10.09, resp:18:56:11.73, diff:+1.63
probe:18:56:15.09, resp:18:56:16.74, diff:+1.64
probe:18:56:20.09, resp:18:56:21.74, diff:+1.64
probe:18:56:25.09, resp:18:56:26.74, diff:+1.64
probe:18:56:30.09, resp:18:56:31.75, diff:+1.65
probe:18:56:35.09, resp:18:56:36.75, diff:+1.66
probe:18:56:40.09, resp:18:56:41.75, diff:+1.66
probe:18:56:45.09, resp:18:56:46.75, diff:+1.66
probe:18:56:50.09, resp:18:56:51.76, diff:+1.67
probe:18:56:55.09, resp:18:56:56.76, diff:+1.67
probe:18:57:00.09, resp:18:57:01.76, diff:+1.67
probe:18:57:05.09, resp:18:57:06.77, diff:+1.68
probe:18:57:10.09, resp:18:57:11.77, diff:+1.68
probe:18:57:15.09, resp:18:57:16.78, diff:+1.69
probe:18:57:20.09, resp:18:57:21.78, diff:+1.69
probe:18:57:25.09, resp:18:57:26.79, diff:+1.70
probe:18:57:30.09, resp:18:57:31.79, diff:+1.70
probe:18:57:35.09, resp:18:57:36.79, diff:+1.70
probe:18:57:40.09, resp:18:57:41.80, diff:+1.71
probe:18:57:45.09, resp:18:57:46.80, diff:+1.71
probe:18:57:50.09, resp:18:57:51.81, diff:+1.72
probe:18:57:55.09, resp:18:57:56.81, diff:+1.72
probe:18:58:00.09, resp:18:58:01.81, diff:+1.72
probe:18:58:05.09, resp:18:58:06.82, diff:+1.73
probe:18:58:10.09, resp:18:58:11.82, diff:+1.73
probe:18:58:15.09, resp:18:58:16.82, diff:+1.73
probe:18:58:20.09, resp:18:58:21.83, diff:+1.74
probe:18:58:25.09, resp:18:58:26.84, diff:+1.75
probe:18:58:30.10, resp:18:58:31.84, diff:+1.74
probe:18:58:35.10, resp:18:58:36.84, diff:+1.74
probe:18:58:40.10, resp:18:58:41.85, diff:+1.75
probe:18:58:45.10, resp:18:58:46.85, diff:+1.75
probe:18:58:50.10, resp:18:58:51.86, diff:+1.76
probe:18:58:55.10, resp:18:58:56.86, diff:+1.76
probe:18:59:00.10, resp:18:59:01.86, diff:+1.76
probe:18:59:05.10, resp:18:59:06.88, diff:+1.77
probe:18:59:10.10, resp:18:59:11.88, diff:+1.77
probe:18:59:15.10, resp:18:59:16.89, diff:+1.78
probe:18:59:20.10, resp:18:59:21.89, diff:+1.78
probe:18:59:25.10, resp:18:59:26.89, diff:+1.78
probe:18:59:30.10, resp:18:59:31.90, diff:+1.79
probe:18:59:35.10, resp:18:59:36.90, diff:+1.79
probe:18:59:40.10, resp:18:59:41.91, diff:+1.80
probe:18:59:45.10, resp:18:59:46.91, diff:+1.80
probe:18:59:50.10, resp:18:59:51.91, diff:+1.80
probe:18:59:55.10, resp:18:59:56.92, diff:+1.81
probe:19:00:00.10, resp:19:00:01.93, diff:+1.82
probe:19:00:05.10, resp:19:00:06.93, diff:+1.82
probe:19:00:10.10, resp:19:00:11.93, diff:+1.82
probe:19:00:15.10, resp:19:00:16.94, diff:+1.83
probe:19:00:20.10, resp:19:00:21.94, diff:+1.83
probe:19:00:25.10, resp:19:00:26.94, diff:+1.83
probe:19:00:30.10, resp:19:00:31.95, diff:+1.84
probe:19:00:35.10, resp:19:00:36.95, diff:+1.84
probe:19:00:40.10, resp:19:00:41.95, diff:+1.84
probe:19:00:45.10, resp:19:00:46.96, diff:+1.85
probe:19:00:50.10, resp:19:00:51.96, diff:+1.85
probe:19:00:55.10, resp:19:00:56.97, diff:+1.86
probe:19:01:00.10, resp:19:01:01.97, diff:+1.86
probe:19:01:05.10, resp:19:01:06.97, diff:+1.86
probe:19:01:10.10, resp:19:01:11.98, diff:+1.87
probe:19:01:15.10, resp:19:01:16.98, diff:+1.87
probe:19:01:20.10, resp:19:01:21.99, diff:+1.88
probe:19:01:25.10, resp:19:01:26.99, diff:+1.88
probe:19:01:30.10, resp:19:01:32.00, diff:+1.89
probe:19:01:35.10, resp:19:01:37.00, diff:+1.89
probe:19:01:40.10, resp:19:01:42.00, diff:+1.89
probe:19:01:45.10, resp:19:01:47.00, diff:+1.90
probe:19:01:50.10, resp:19:01:52.00, diff:+1.90
probe:19:01:55.10, resp:19:01:57.01, diff:+1.91
probe:19:02:00.10, resp:19:02:02.01, diff:+1.91
probe:19:02:05.10, resp:19:02:07.02, diff:+1.92
probe:19:02:10.10, resp:19:02:12.02, diff:+1.92
probe:19:02:15.10, resp:19:02:17.02, diff:+1.92
probe:19:02:20.10, resp:19:02:22.03, diff:+1.93
probe:19:02:25.10, resp:19:02:27.03, diff:+1.93
probe:19:02:30.10, resp:19:02:32.04, diff:+1.94
probe:19:02:35.10, resp:19:02:37.04, diff:+1.94
probe:19:02:40.10, resp:19:02:42.04, diff:+1.94
probe:19:02:45.10, resp:19:02:47.05, diff:+1.95
probe:19:02:50.10, resp:19:02:52.05, diff:+1.95
probe:19:03:00.10, resp:19:03:02.06, diff:+1.96
probe:19:03:05.10, resp:19:03:07.06, diff:+1.96
probe:19:03:10.10, resp:19:03:12.07, diff:+1.97
probe:19:03:15.10, resp:19:03:17.07, diff:+1.97
probe:19:03:20.10, resp:19:03:22.08, diff:+1.98
probe:19:03:25.10, resp:19:03:27.08, diff:+1.98
probe:19:03:30.10, resp:19:03:32.08, diff:+1.98
probe:19:03:35.10, resp:19:03:37.09, diff:+1.99
probe:19:03:40.10, resp:19:03:42.09, diff:+1.99
probe:19:03:45.10, resp:19:03:47.10, diff:+2.00
probe:19:03:50.10, resp:19:03:52.10, diff:+2.00
probe:19:03:55.10, resp:19:03:57.11, diff:+2.01
probe:19:04:00.10, resp:19:04:02.11, diff:+2.01
probe:19:04:05.10, resp:19:04:07.11, diff:+2.01
probe:19:04:10.10, resp:19:04:12.13, diff:+2.02
probe:19:04:15.10, resp:19:04:17.13, diff:+2.02
probe:19:04:20.10, resp:19:04:22.14, diff:+2.03
probe:19:04:25.10, resp:19:04:27.14, diff:+2.03
probe:19:04:30.10, resp:19:04:32.14, diff:+2.03
probe:19:04:35.10, resp:19:04:37.15, diff:+2.04
probe:19:04:40.10, resp:19:04:42.15, diff:+2.04
probe:19:04:45.10, resp:19:04:47.16, diff:+2.05
probe:19:04:50.10, resp:19:04:52.16, diff:+2.05
probe:19:04:55.10, resp:19:04:57.17, diff:+2.06
probe:19:05:00.10, resp:19:05:02.17, diff:+2.06
probe:19:05:05.10, resp:19:05:07.17, diff:+2.06
probe:19:05:10.10, resp:19:05:12.18, diff:+2.07
probe:19:05:15.10, resp:19:05:17.18, diff:+2.07
probe:19:05:20.10, resp:19:05:22.19, diff:+2.08
probe:19:05:25.10, resp:19:05:27.19, diff:+2.08
probe:19:05:30.10, resp:19:05:32.19, diff:+2.08
probe:19:05:35.10, resp:19:05:37.20, diff:+2.09
probe:19:05:40.10, resp:19:05:42.20, diff:+2.09
probe:19:05:45.10, resp:19:05:47.20, diff:+2.09
probe:19:05:50.10, resp:19:05:52.21, diff:+2.10
probe:19:05:55.10, resp:19:05:57.22, diff:+2.11
probe:19:06:00.10, resp:19:06:02.22, diff:+2.11
probe:19:06:05.10, resp:19:06:07.22, diff:+2.11
probe:19:06:10.10, resp:19:06:12.23, diff:+2.12
probe:19:06:15.10, resp:19:06:17.23, diff:+2.12
probe:19:06:20.10, resp:19:06:22.23, diff:+2.12
probe:19:06:25.11, resp:19:06:27.25, diff:+2.13
probe:19:06:30.11, resp:19:06:32.25, diff:+2.14
probe:19:06:35.11, resp:19:06:37.25, diff:+2.14
probe:19:06:40.11, resp:19:06:42.25, diff:+2.14
probe:19:06:45.11, resp:19:06:47.26, diff:+2.15
probe:19:06:50.11, resp:19:06:52.26, diff:+2.15
probe:19:06:55.11, resp:19:06:57.27, diff:+2.16
probe:19:07:00.11, resp:19:07:02.27, diff:+2.16
probe:19:07:05.11, resp:19:07:07.27, diff:+2.16
probe:19:07:10.11, resp:19:07:12.28, diff:+2.17
probe:19:07:15.11, resp:19:07:17.28, diff:+2.17
probe:19:07:20.11, resp:19:07:22.29, diff:+2.18
probe:19:07:25.11, resp:19:07:27.29, diff:+2.18
probe:19:07:30.11, resp:19:07:32.30, diff:+2.19
probe:19:07:35.11, resp:19:07:37.30, diff:+2.19
probe:19:07:40.11, resp:19:07:42.30, diff:+2.19
probe:19:07:45.11, resp:19:07:47.31, diff:+2.20
probe:19:07:50.11, resp:19:07:52.31, diff:+2.20
probe:19:07:55.11, resp:19:07:57.32, diff:+2.21
probe:19:08:00.11, resp:19:08:02.32, diff:+2.21
probe:19:08:05.11, resp:19:08:07.32, diff:+2.21
probe:19:08:10.11, resp:19:08:12.33, diff:+2.22
probe:19:08:15.11, resp:19:08:17.33, diff:+2.22
probe:19:08:20.11, resp:19:08:22.34, diff:+2.23
probe:19:08:25.11, resp:19:08:27.34, diff:+2.23
probe:19:08:30.11, resp:19:08:32.35, diff:+2.24
probe:19:08:35.11, resp:19:08:37.35, diff:+2.24
probe:19:08:40.11, resp:19:08:42.35, diff:+2.24
probe:19:08:45.11, resp:19:08:47.36, diff:+2.25
probe:19:08:50.11, resp:19:08:52.36, diff:+2.25
probe:19:08:55.11, resp:19:08:57.36, diff:+2.25
probe:19:09:00.11, resp:19:09:02.38, diff:+2.26
probe:19:09:05.11, resp:19:09:07.38, diff:+2.26
probe:19:09:10.11, resp:19:09:12.39, diff:+2.27
probe:19:09:15.11, resp:19:09:17.39, diff:+2.27
probe:19:09:20.11, resp:19:09:22.40, diff:+2.28
probe:19:09:25.11, resp:19:09:27.40, diff:+2.28
probe:19:09:30.11, resp:19:09:32.40, diff:+2.28
probe:19:09:35.11, resp:19:09:37.41, diff:+2.29
probe:19:09:40.11, resp:19:09:42.42, diff:+2.30
probe:19:09:45.11, resp:19:09:47.41, diff:+2.29
probe:19:09:50.11, resp:19:09:52.42, diff:+2.30
probe:19:09:55.11, resp:19:09:57.42, diff:+2.30
probe:19:10:00.11, resp:19:10:02.43, diff:+2.31
probe:19:10:05.11, resp:19:10:07.43, diff:+2.31
probe:19:10:10.11, resp:19:10:12.43, diff:+2.31
probe:19:10:15.11, resp:19:10:17.44, diff:+2.32
probe:19:10:20.11, resp:19:10:22.44, diff:+2.32
probe:19:10:25.11, resp:19:10:27.45, diff:+2.33
probe:19:10:30.11, resp:19:10:32.45, diff:+2.33
probe:19:10:35.11, resp:19:10:37.46, diff:+2.34
probe:19:10:40.11, resp:19:10:42.46, diff:+2.34
probe:19:10:45.11, resp:19:10:47.46, diff:+2.34
probe:19:10:50.11, resp:19:10:52.47, diff:+2.35
probe:19:10:55.11, resp:19:10:57.47, diff:+2.35
probe:19:11:00.11, resp:19:11:02.47, diff:+2.35
probe:19:11:05.11, resp:19:11:07.48, diff:+2.36
probe:19:11:10.11, resp:19:11:12.48, diff:+2.36
probe:19:11:15.11, resp:19:11:17.49, diff:+2.37
probe:19:11:20.11, resp:19:11:22.49, diff:+2.37
probe:19:11:25.11, resp:19:11:27.50, diff:+2.38
probe:19:11:30.11, resp:19:11:32.50, diff:+2.38
probe:19:11:35.11, resp:19:11:37.50, diff:+2.39
probe:19:11:40.11, resp:19:11:42.50, diff:+2.39
probe:19:11:45.11, resp:19:11:47.50, diff:+2.39
probe:19:11:50.11, resp:19:11:52.51, diff:+2.40
probe:19:11:55.11, resp:19:11:57.51, diff:+2.40
probe:19:12:00.11, resp:19:12:02.51, diff:+2.40
probe:19:12:05.11, resp:19:12:07.52, diff:+2.41
probe:19:12:10.11, resp:19:12:12.53, diff:+2.42
probe:19:12:15.11, resp:19:12:17.53, diff:+2.42
probe:19:12:20.11, resp:19:12:22.53, diff:+2.42
probe:19:12:25.11, resp:19:12:27.54, diff:+2.43
probe:19:12:32.42, resp:19:12:32.54, diff:+0.13
probe:19:12:37.42, resp:19:12:37.54, diff:+0.13
probe:19:12:42.42, resp:19:12:42.55, diff:+0.14
probe:19:12:47.42, resp:19:12:47.55, diff:+0.14
probe:19:12:52.42, resp:19:12:52.56, diff:+0.15
probe:19:12:57.42, resp:19:12:57.56, diff:+0.15
probe:19:13:02.42, resp:19:13:02.57, diff:+0.16
probe:19:13:07.42, resp:19:13:07.57, diff:+0.16
probe:19:13:12.42, resp:19:13:12.57, diff:+0.16
probe:19:13:17.42, resp:19:13:17.58, diff:+0.17
probe:19:13:22.42, resp:19:13:22.58, diff:+0.17
probe:19:13:27.42, resp:19:13:27.59, diff:+0.18
probe:19:13:32.42, resp:19:13:32.59, diff:+0.18
probe:19:13:37.42, resp:19:13:37.59, diff:+0.18
probe:19:13:42.42, resp:19:13:42.60, diff:+0.19
probe:19:13:47.42, resp:19:13:47.60, diff:+0.19
probe:19:13:52.42, resp:19:13:52.60, diff:+0.19
probe:19:13:57.42, resp:19:13:57.61, diff:+0.20
probe:19:14:02.42, resp:19:14:02.61, diff:+0.20
probe:19:14:07.42, resp:19:14:07.63, diff:+0.21
probe:19:14:12.42, resp:19:14:12.63, diff:+0.21
probe:19:14:17.43, resp:19:14:17.64, diff:+0.21
probe:19:14:22.43, resp:19:14:22.64, diff:+0.21
probe:19:14:27.43, resp:19:14:27.64, diff:+0.21
probe:19:14:32.43, resp:19:14:32.65, diff:+0.22
probe:19:14:37.43, resp:19:14:37.65, diff:+0.22
probe:19:14:42.43, resp:19:14:42.65, diff:+0.22
probe:19:14:47.43, resp:19:14:47.66, diff:+0.23
probe:19:14:52.43, resp:19:14:52.66, diff:+0.23
probe:19:14:57.43, resp:19:14:57.66, diff:+0.23
probe:19:15:02.43, resp:19:15:02.67, diff:+0.24
probe:19:15:07.43, resp:19:15:07.67, diff:+0.24
probe:19:15:12.43, resp:19:15:12.67, diff:+0.24
probe:19:15:17.43, resp:19:15:17.68, diff:+0.25
probe:19:15:22.43, resp:19:15:22.68, diff:+0.25
probe:19:15:27.43, resp:19:15:27.68, diff:+0.25
probe:19:15:32.43, resp:19:15:32.69, diff:+0.26
probe:19:15:37.43, resp:19:15:37.69, diff:+0.26
probe:19:15:42.43, resp:19:15:42.69, diff:+0.26
probe:19:15:47.43, resp:19:15:47.70, diff:+0.27
probe:19:15:52.43, resp:19:15:52.70, diff:+0.27
probe:19:15:57.43, resp:19:15:57.70, diff:+0.27
probe:19:16:02.43, resp:19:16:02.71, diff:+0.28
probe:19:16:07.43, resp:19:16:07.71, diff:+0.28
probe:19:16:12.43, resp:19:16:12.72, diff:+0.29
probe:19:16:17.43, resp:19:16:17.72, diff:+0.29
probe:19:16:22.43, resp:19:16:22.72, diff:+0.29
probe:19:16:27.43, resp:19:16:27.73, diff:+0.30
probe:19:16:32.43, resp:19:16:32.73, diff:+0.30
probe:19:16:37.43, resp:19:16:37.74, diff:+0.31
probe:19:16:42.43, resp:19:16:42.74, diff:+0.31
probe:19:16:47.43, resp:19:16:47.74, diff:+0.31
probe:19:16:52.43, resp:19:16:52.75, diff:+0.32
probe:19:16:57.43, resp:19:16:57.75, diff:+0.32
probe:19:17:02.43, resp:19:17:02.75, diff:+0.32
probe:19:17:07.43, resp:19:17:07.75, diff:+0.33
probe:19:17:12.44, resp:19:17:12.75, diff:+0.32
probe:19:17:17.44, resp:19:17:17.75, diff:+0.32
probe:19:17:22.44, resp:19:17:22.76, diff:+0.33
probe:19:17:27.44, resp:19:17:27.76, diff:+0.33
probe:19:17:32.44, resp:19:17:32.76, diff:+0.33
probe:19:17:37.44, resp:19:17:37.77, diff:+0.34
probe:19:17:42.44, resp:19:17:42.77, diff:+0.34
probe:19:17:47.44, resp:19:17:47.77, diff:+0.34
probe:19:17:52.44, resp:19:17:52.78, diff:+0.35
probe:19:17:57.44, resp:19:17:57.78, diff:+0.35
probe:19:18:02.44, resp:19:18:02.79, diff:+0.36
probe:19:18:07.44, resp:19:18:07.79, diff:+0.36
probe:19:18:12.44, resp:19:18:12.79, diff:+0.36
probe:19:18:17.44, resp:19:18:17.80, diff:+0.37
probe:19:18:22.44, resp:19:18:22.80, diff:+0.37
probe:19:18:27.44, resp:19:18:27.80, diff:+0.37
probe:19:18:32.44, resp:19:18:32.81, diff:+0.38
probe:19:18:37.44, resp:19:18:37.81, diff:+0.38
probe:19:18:42.44, resp:19:18:42.81, diff:+0.38
probe:19:18:47.44, resp:19:18:47.82, diff:+0.39
probe:19:18:52.44, resp:19:18:52.82, diff:+0.39
probe:19:18:57.44, resp:19:18:57.83, diff:+0.40
probe:19:19:02.44, resp:19:19:02.83, diff:+0.40
probe:19:19:07.44, resp:19:19:07.83, diff:+0.40
probe:19:19:12.44, resp:19:19:12.84, diff:+0.41
probe:19:19:17.44, resp:19:19:17.84, diff:+0.41
probe:19:19:22.44, resp:19:19:22.84, diff:+0.41
probe:19:19:27.44, resp:19:19:27.85, diff:+0.42
probe:19:19:32.44, resp:19:19:32.85, diff:+0.42
probe:19:19:37.44, resp:19:19:37.86, diff:+0.43
probe:19:19:42.44, resp:19:19:42.86, diff:+0.43
probe:19:19:47.44, resp:19:19:47.86, diff:+0.43
probe:19:19:52.44, resp:19:19:52.88, diff:+0.44
probe:19:19:57.44, resp:19:19:57.88, diff:+0.44
probe:19:20:02.44, resp:19:20:02.88, diff:+0.44
probe:19:20:07.45, resp:19:20:07.89, diff:+0.44
probe:19:20:12.45, resp:19:20:12.89, diff:+0.44
probe:19:20:17.45, resp:19:20:17.90, diff:+0.45
probe:19:20:22.45, resp:19:20:22.90, diff:+0.45
probe:19:20:27.45, resp:19:20:27.91, diff:+0.46
probe:19:20:32.45, resp:19:20:32.91, diff:+0.46
probe:19:20:37.45, resp:19:20:37.91, diff:+0.46
probe:19:20:42.45, resp:19:20:42.92, diff:+0.47
probe:19:20:47.45, resp:19:20:47.92, diff:+0.47
probe:19:20:52.45, resp:19:20:52.93, diff:+0.48
probe:19:20:57.45, resp:19:20:57.93, diff:+0.48
probe:19:21:02.45, resp:19:21:02.94, diff:+0.49
probe:19:21:07.45, resp:19:21:07.94, diff:+0.49
probe:19:21:12.45, resp:19:21:12.94, diff:+0.49
probe:19:21:17.45, resp:19:21:17.95, diff:+0.50
probe:19:21:22.45, resp:19:21:22.95, diff:+0.50
probe:19:21:27.45, resp:19:21:27.96, diff:+0.51
probe:19:21:32.45, resp:19:21:32.96, diff:+0.51
probe:19:21:37.45, resp:19:21:37.96, diff:+0.51
probe:19:21:42.45, resp:19:21:42.97, diff:+0.52
probe:19:21:47.45, resp:19:21:47.98, diff:+0.53
probe:19:21:52.45, resp:19:21:52.98, diff:+0.53
probe:19:21:57.45, resp:19:21:57.98, diff:+0.53
probe:19:22:02.45, resp:19:22:02.99, diff:+0.54
probe:19:22:07.45, resp:19:22:07.99, diff:+0.54
probe:19:22:12.46, resp:19:22:13.00, diff:+0.54
probe:19:22:17.46, resp:19:22:18.00, diff:+0.54
probe:19:22:22.46, resp:19:22:23.00, diff:+0.54
probe:19:22:27.46, resp:19:22:28.00, diff:+0.55
probe:19:22:32.46, resp:19:22:33.00, diff:+0.55
probe:19:22:37.46, resp:19:22:38.01, diff:+0.56
probe:19:22:42.46, resp:19:22:43.01, diff:+0.56
probe:19:22:47.46, resp:19:22:48.01, diff:+0.56
probe:19:22:52.46, resp:19:22:53.02, diff:+0.57
probe:19:22:57.46, resp:19:22:58.02, diff:+0.57
probe:19:23:02.46, resp:19:23:03.03, diff:+0.58
probe:19:23:07.46, resp:19:23:08.03, diff:+0.58
probe:19:23:12.46, resp:19:23:13.03, diff:+0.58
probe:19:23:17.46, resp:19:23:18.04, diff:+0.59
probe:19:23:22.46, resp:19:23:23.04, diff:+0.59
probe:19:23:27.46, resp:19:23:28.05, diff:+0.60
probe:19:23:32.46, resp:19:23:33.05, diff:+0.60
probe:19:23:37.46, resp:19:23:38.06, diff:+0.61
probe:19:23:42.46, resp:19:23:43.06, diff:+0.61
probe:19:23:47.46, resp:19:23:48.06, diff:+0.61
probe:19:23:52.46, resp:19:23:53.07, diff:+0.62
probe:19:23:57.46, resp:19:23:58.07, diff:+0.62
